username,nome_completo,verificado,status_relacao,foto_perfil,arquivo_origem,data_leitura,quantidade_aparicoes,bio,n_publicacoes,n_seguidores,n_seguindo,link_externo,verificado,status_conta,foto_perfil,categoria,nome_completo,conta_comercial,destaque_stories,posts_recentes,engajamento_medio
hugomoura8,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,hugomoura8 3 3 5 5 15 15 Hugo Moura Deus é bom o tempo todo🙏🏻 Pouca informação para não dar errado 😉! Hugo Moura Deus é bom o tempo todo🙏🏻 Pouca informação para não dar errado 😉!,3,3,5,,False,Pública,0,,,False,0,0,0
vini_mello1,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,vini_mello1 1 1 2.208 2.208 809 809 Vinicius Melo • MT📍 • Eng. agronômica,1,1,2208,https://www.threads.com/@vini_mello1?xmt=AQF0TUqyNg-WWyaq13ZbdR7GOQxjimr9ixsDVrsHaguP9mM,False,Pública,0,,,False,0,0,0
anacarolina.psilveira,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,anacarolina.psilveira 38 38 1.395 1.395 914 914 Ana Carolina,38,38,1395,,False,Pública,0,,,False,0,0,0
luana.alvez,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,luana.alvez 10 10 3.949 3.949 3.520 3.520 Luana Alvez MT| ⚖ 🤍💍,10,10,3949,https://www.threads.com/@luana.alvez?xmt=AQF0Dv570U9bm-i2Tp8YlRAUXzxjE0ekxm8Fj4nWScuM4KM,False,Pública,0,,,False,0,0,0
thiagoh_goncalves,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,thiagoh_goncalves 20 20 728 728 448 448 Thiago souza  Blog pessoal 🌱|Engº Agronômica IFMT 2/10 ⛪️|Cristão 📍|Cristalândia TO🔄 Santo Antônio MT Agricultura é a arte do saber esperar! 🌾... mais Thiago souza  Blog pessoal 🌱|Engº Agronômica IFMT 2/10 ⛪️|Cristão 📍|Cristalândia TO🔄 Santo Antônio MT Agricultura é a arte do saber esperar! 🌾... mais 🌱|Engº Agronômica IFMT 2/10 ⛪️|Cristão 📍|Cristalândia TO🔄 Santo Antônio MT Agricultura é a arte do saber esperar! 🌾 ... mais mais Eu 🙋🏾‍♂️ faculdade agronomia🌱❤️ amigos tereré na veia Eu 🙋🏾‍♂️ faculdade agronomia🌱❤️ amigos tereré na veia,20,20,728,,False,Pública,0,,,False,0,0,0
yasmimsouza8474,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,yasmimsouza8474 9 9 297 297 902 902 Vitória Souza Apenas por diversão ... mais mais ♧eu♧,9,9,297,,False,Pública,0,,,False,0,0,0
carlim_do_agro,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,carlim_do_agro 40 40 4.189 4.189 5.094 5.094 Carlos Henrique wa.me/5566996758670 Agro não para🌱💪🏽 eu🤠🌱 paixão🐂 minha paz🕊️ 🙏🏽 Agronomia 🌱🤠 Agro não para🌱💪🏽 eu🤠🌱 paixão🐂 minha paz🕊️ 🙏🏽 Agronomia 🌱🤠,40,40,4189,,False,Pública,0,,,False,0,0,0
hiury_reis133,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,hiury_reis133 11 11 8.050 8.050 3.497 3.497 Hiury Dos Santos Reis ... mais mais,11,11,8050,https://www.threads.com/@hiury_reis133?xmt=AQF0hS955F85Qv5sY2LW01bFAZ6dcYRpUIkU6rwi4Dzv4PM,False,Pública,0,,,False,0,0,0
brunocampos556,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,brunocampos556 0 0 1.191 1.191 636 636 bruno,0,0,1191,,False,Pública,0,,,False,0,0,0
yrismenass,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,"yrismenass 192 192 13,5 mil 13,5 mil 1.163 1.163 Yrislane Menas ... mais mais Eu ♥️✨ Gym Nails 💅 Le Fashion Noiva Junina Siara Intimes JM Lingerie Seguilover Lab. Clila Yenzah ❤️ Maria bonita Eu ♥️✨ Gym Nails 💅 Le Fashion Noiva Junina Siara Intimes JM Lingerie Seguilover Lab. Clila Yenzah ❤️ Maria bonita",192,192,13500,,False,Pública,0,,,False,0,0,0
marcelo.nunes.79274,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,marcelo.nunes.79274 2 2 120 120 186 186 Marcelo Nunes,2,2,120,https://www.threads.com/@marcelo.nunes.79274?xmt=AQF0gQU4jNO7zDaUxdvS7bI-aKb-JxEF4jstoTCYHN5-974,False,Pública,0,,,False,0,0,0
chrisbahiareal,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,,155,155,10800,,False,Erro inesperado,0,,,False,0,0,0
edinoel81,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,,1,1,455,,False,Erro inesperado,0,,,False,0,0,0
oliveira.fer23,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,oliveira.fer23 2 2 502 502 354 354 Fernanda Oliveira🌼,2,2,502,,False,Pública,0,,,False,0,0,0
sam_santt5,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,"sam_santt5 0 0 42 42 24 24 Usuário do Instagram •Siga Sem Medo, Faça Você Mesmo Oh Amor…❤️✨ •Me Recuso Há Afundar.🏄🏼‍♀️🦋 Usuário do Instagram •Siga Sem Medo, Faça Você Mesmo Oh Amor…❤️✨ •Me Recuso Há Afundar.🏄🏼‍♀️🦋",0,0,42,,False,Pública,0,,,False,0,0,0
beatrizleitao__,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,beatrizleitao__ 2 2 883 883 519 519 Beatriz Leitão ᴀᴄᴅ. ᴅᴇ ᴅɪʀᴇɪᴛᴏ ⚖️ ꜱᴀʟᴍᴏꜱ 𝟩𝟥:𝟤𝟨 Beatriz Leitão ᴀᴄᴅ. ᴅᴇ ᴅɪʀᴇɪᴛᴏ ⚖️ ꜱᴀʟᴍᴏꜱ 𝟩𝟥:𝟤𝟨,2,2,883,,False,Pública,0,,,False,0,0,0
yasmotaa,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,"yasmotaa 109 109 25,4 mil 25,4 mil 693 693 YAS MOTA Mídia linktr.ee/yasmotaa brasil model life outfits roma mkykonos athenas cauterets paris 25 pyrénées noronha 24 espanha 👧🏻 brasil model life outfits roma mkykonos athenas cauterets paris 25 pyrénées noronha 24 espanha 👧🏻",109,109,25400,https://www.threads.com/@yasmotaa?xmt=AQF0xAin85oj_YnlYtjiOLE5QfSSHCGfjqJVxH-9XIEqXH4,False,Pública,0,,,False,0,0,0
joao_victorbech,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,joao_victorbech 0 0 3.056 3.056 710 710 João Victor MT 🇧🇷 João Victor MT 🇧🇷,0,0,3056,,False,Pública,0,,,False,0,0,0
audynneia,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,audynneia 7 7 364 364 474 474 Audineia Sousa Leonina😎 Solteira 😌 Amor maior meus filhos Ananda ❤️ M... mais Leonina😎 Solteira 😌 Amor maior meus filhos Ananda ❤️ M ... mais mais gmail.com ❤️ vida ❤️ ❤️ vida ❤️,7,7,364,,False,Pública,0,,,False,0,0,0
reebsalves,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,reebsalves 188 188 1.470 1.470 500 500 Rebecca Alves ... mais mais linktr.ee/nutrirebeccalves ✨ Livros Frô ✨ 🛩️ Fé Laqueadura Mar Mar Frô ✨ Livros Frô 🛩️ Fé Laqueadura Mar,188,188,1470,,False,Pública,0,,,False,0,0,0
dra.thaynaraaires,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,"dra.thaynaraaires 57 57 1.725 1.725 1.867 1.867 Thaynara Barros 💍💞 TO📍 ✝️ Católica Não busque ser alguém de sucesso, mas alguém de valor...""✨ Seguido(a) por jordanalogradoo, laisagabriela_ e alinesouza3980 jordanalogradoo laisagabriela_ alinesouza3980",57,57,1725,,False,Pública,0,,,False,0,0,0
moreno.jeovana,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,moreno.jeovana 2 2 1.468 1.468 699 699 Jeovana Moreno Silva ⚕️ Jeovana Moreno Silva ⚕️ ✨,2,2,1468,,False,Pública,0,,,False,0,0,0
anunciacaogessivaldo,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,anunciacaogessivaldo 4 4 731 731 1.396 1.396 Rossivaldo Campo Artista Deus acima de tudo 😊😊🥳 😊😍... 😊😊🥳 😊😍...,4,4,731,https://www.threads.com/@anunciacaogessivaldo?xmt=AQF0WWlFxBUbJf5fDaLdpIzEGrvh0wIX19Z02oG7Als1MG4,False,Pública,0,,,False,0,0,0
alerrandro_alves_,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,alerrandro_alves_ 0 0 633 633 782 782 Alerrandro Alves kawana Gomes ❤️ Alerrandro Alves kawana Gomes ❤️,0,0,633,,False,Pública,0,,,False,0,0,0
willyan_martins02,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,willyan_martins02 26 26 1.991 1.991 1.746 1.746 Willyan Alves Martins,26,26,1991,https://www.threads.com/@willyan_martins02?xmt=AQF0HpPVLYpi7nAReMqblU3jLHKiEHJeb4fVckRbGmH45Kk,False,Pública,0,,,False,0,0,0
iranildo6046,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,iranildo6046 8 8 129 129 130 130 Iranildo Destaques,8,8,129,,False,Pública,0,,,False,0,0,0
luana_lopes2503,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,"luana_lopes2503 523 523 10,4 mil 10,4 mil 2.457 2.457 Luana lopes Luana lopes Família base de tudo “",523,523,10400,https://www.threads.com/@luana_lopes2503?xmt=AQF00Gr1ZziFzOW0ItUrSKhYtp3ODSvq5O1Jf86UxXoJcrs,False,Pública,0,,,False,0,0,0
naclara_barros,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,naclara_barros 11 11 469 469 546 546 Ana Clara Barros Kanela,11,11,469,,False,Pública,0,,,False,0,0,0
maria_alvees5,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,maria_alvees5 3 3 44 44 69 69 Maria Alves. Deus é minha força!! Maria Alves. Deus é minha força!!,3,3,44,,False,Pública,0,,,False,0,0,0
paulacarvalho.1,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,3,paulacarvalho.1 19 19 895 895 877 877 Paula Renata Carvalho,19,19,895,,False,Pública,0,,,False,0,0,0
mariaritaalvesreis,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,mariaritaalvesreis 1 1 138 138 58 58 Maria Rita Alves Reis,1,1,138,,False,Pública,0,,,False,0,0,0
werikarodrigues02,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,werikarodrigues02 68 68 1.073 1.073 1.087 1.087 Wérika Rodrigues,68,68,1073,,False,Pública,0,,,False,0,0,0
karinarodriguesconfeitaria,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,karinarodriguesconfeitaria 444 444 995 995 256 256 Karina Rodrigues Confeitaria💕 ⏰ Seg á Sábado Confresa-MT Com amor❤️ e com afeto 💕 Para Encomendas... mais ⏰ Seg á Sábado Confresa-MT Com amor❤️ e com afeto 💕 Para Encomendas ... mais mais whats.link/krconfeitaria Bolos vulcão,444,444,995,,False,Pública,0,,,False,0,0,0
marciaegero,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,marciaegero 6 6 607 607 1.528 1.528 marcia,6,6,607,https://www.threads.com/@marciaegero?xmt=AQF0BeMtTlMa2OtDnnf9KxIqZ24TT7XGJuNF5774qnuSI5w,False,Pública,0,,,False,0,0,0
marleneribeiropan,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,marleneribeiropan 56 56 510 510 1.358 1.358 Marlene Ribeiro #souoequilibrio,56,56,510,,False,Pública,0,,,False,0,0,0
bianca_sanchess1,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,bianca_sanchess1 35 35 669 669 107 107 𝐁𝐢𝐚𝐧𝐜𝐚 𝐒𝐚𝐧𝐜𝐡𝐞𝐬 • 041/062 🔁 • Estética e Cosm. 🎓 𝓣𝓻𝓪𝓷𝓼𝓶𝓲𝓽𝓪 𝓪𝓺𝓾𝓲𝓵𝓸 𝓺𝓾𝓮 𝓭𝓮𝓼𝓮𝓳𝓪 𝓻𝓮𝓬𝓮𝓫𝓮𝓻!🕊️ 𝐁𝐢𝐚𝐧𝐜𝐚 𝐒𝐚𝐧𝐜𝐡𝐞𝐬 • 041/062 🔁 • Estética e Cosm. 🎓 𝓣𝓻𝓪𝓷𝓼𝓶𝓲𝓽𝓪 𝓪𝓺𝓾𝓲𝓵𝓸 𝓺𝓾𝓮 𝓭𝓮𝓼𝓮𝓳𝓪 𝓻𝓮𝓬𝓮𝓫𝓮𝓻!🕊️,35,35,669,,False,Pública,0,,,False,0,0,0
raquel_adorno,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,raquel_adorno 47 47 2.089 2.089 3.486 3.486 Raquel Adorno ... mais mais wa.me/c/556684330875 Meu Amor 😍👶💕❤ Me 💕 Family 💫👥💗 ✨ Friends 💕 Meu Amor 😍👶💕❤ Me 💕 Family 💫👥💗 ✨ Friends 💕,47,47,2089,https://www.threads.com/@raquel_adorno?xmt=AQF0nYGkYMlsyaX4EZ1ZEXFxlKzfPDatrej2JLquDZ1fL6Y,False,Pública,0,,,False,0,0,0
ana_hcarolina_,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,2,ana_hcarolina_ 5 5 646 646 614 614 𝚊𝚗𝚊 𝚌𝚊𝚛𝚘𝚕𝚒𝚗𝚊🤍. 📍| 𝙼𝚃.🇧🇷 📚| 𝚃𝚎́𝚌. 𝚎𝚖 𝙰𝚐𝚛𝚘𝚙𝚎𝚌𝚞𝚊́𝚛𝚒𝚊 𝟺/𝟼. 𝙸𝙵𝙼𝚃.👩🏻‍🌾 🧘🏻‍♀️| ✝️📿🤍🌾. 𝚊𝚗𝚊 𝚌𝚊𝚛𝚘𝚕𝚒𝚗𝚊🤍. 📍| 𝙼𝚃.🇧🇷 📚| 𝚃𝚎́𝚌. 𝚎𝚖 𝙰𝚐𝚛𝚘𝚙𝚎𝚌𝚞𝚊́𝚛𝚒𝚊 𝟺/𝟼. 𝙸𝙵𝙼𝚃.👩🏻‍🌾 🧘🏻‍♀️| ✝️📿🤍🌾.,5,5,646,,False,Pública,0,,,False,0,0,0
advjulianorios,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,advjulianorios 112 112 2.281 2.281 5.563 5.563 Juliano Rios Enduro Destaques Destaques São Paulo Destaques Enduro Destaques São Paulo,112,112,2281,,False,Pública,0,,,False,0,0,0
lhubhe,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,"lhubhe 11 11 8.101 8.101 5.283 5.283 Lupita, Pedrita & Pietra 💓💓💓💓💓 Lupita, Pedrita & Pietra 💓💓💓💓💓",11,11,8101,,False,Pública,0,,,False,0,0,0
sr_warley_,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,sr_warley_ 6 6 1.636 1.636 7.476 7.476 Warley Alves apenas vivendo.,6,6,1636,https://www.threads.com/@sr_warley_?xmt=AQF0gYhcuFEOLboXYsX-uH_ezsijMPbhiJDsD4VvY0RuZpE,False,Pública,0,,,False,0,0,0
marys_ribeiro_sales,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,marys_ribeiro_sales 0 0 561 561 1.552 1.552 Mariângela Sales,0,0,561,,False,Pública,0,,,False,0,0,0
deby.lima.x,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,deby.lima.x 34 34 761 761 2.167 2.167 Debora Lima CCB Destaques,34,34,761,https://www.threads.com/@deby.lima.x?xmt=AQF0jLdCaWHD8cxHOIvnQEYmrslOjFSWLPD6KB1PVoWwdWk,False,Pública,0,,,False,0,0,0
amanda_tavares16,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,amanda_tavares16 42 42 1.136 1.136 826 826 Amanda Tavares Destaques,42,42,1136,,False,Pública,0,,,False,0,0,0
rosi_silva777,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,rosi_silva777 364 364 638 638 387 387 Rosinete Silva,364,364,638,,False,Pública,0,,,False,0,0,0
ojoilza,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,ojoilza 6 6 607 607 799 799 Joilza Oliveira 🥰 amo demais,6,6,607,https://www.threads.com/@ojoilza?xmt=AQF0YSiWEAksua9vYTIAEfXvuKzQ5aAZlR6-D5NQ7Kv9zG8,False,Pública,0,,,False,0,0,0
bia_santos.07,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,bia_santos.07 4 4 418 418 1.238 1.238 Beatriz Santos Beatriz 💜👩 2007🤍 18/08/024♥️ 12/01/025♥️ 06/06/025💍 Beatriz Santos Beatriz 💜👩 2007🤍 18/08/024♥️ 12/01/025♥️ 06/06/025💍,4,4,418,,False,Pública,0,,,False,0,0,0
aracellidigital,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,aracellidigital 92 92 1.752 1.752 2.043 2.043 📣💻📱 A sua Empresa em boas Mãos 🤝 #MarketingDigital #MídiasSociais Parcerias Via Direct 📱 🤝 AMD 🤝 AMD,92,92,1752,,False,Pública,0,,,False,0,0,0
dandara_brito_luz_cruciol,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,dandara_brito_luz_cruciol 283 283 2.686 2.686 6.348 6.348 Dandara Luz Brito Cruciol 2024 ❤️❤️❤️ Momentos ❤️ Eu+Eu 🌸 Filha😻❤️ Lugares 🧿🌸🍀 Esposo😻❤️ 2024 ❤️❤️❤️ Momentos ❤️ Eu+Eu 🌸 Filha😻❤️ Lugares 🧿🌸🍀 Esposo😻❤️,283,283,2686,,False,Pública,0,,,False,0,0,0
jrkkenneldog,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,jrkkenneldog 189 189 2.439 2.439 6.332 6.332 Jenison Ramon Criador de cães 🇧🇷CANIL JRK KENNEL DOG 🇺🇸 AMERICAN PIT BULL TERRIER 📜 REGISTRADOS PELA ADBA🇺🇸 📲66984027305 ⚠️USAMOS E RECOMENDAMOS... mais wa.me/5566984027305?text=Ol%C3%A1%21%21%21+ e mais 1 Jenison Ramon Criador de cães 🇧🇷CANIL JRK KENNEL DOG 🇺🇸 AMERICAN PIT BULL TERRIER 📜 REGISTRADOS PELA ADBA🇺🇸 📲66984027305 ⚠️USAMOS E RECOMENDAMOS... mais 🇧🇷CANIL JRK KENNEL DOG 🇺🇸 AMERICAN PIT BULL TERRIER 📜 REGISTRADOS PELA ADBA🇺🇸 📲66984027305 ⚠️USAMOS E RECOMENDAMOS ... mais mais wa.me/5566984027305?text=Ol%C3%A1%21%21%21+ e mais 1,189,189,2439,,False,Pública,0,,,False,0,0,0
selma_melo43,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,selma_melo43 116 116 790 790 1.564 1.564 Selma Melo Empreendedor(a) Selminha . sou eu uma libriana determinada..!!! já passei por altos e baixos que hoje me fez mais forte pra oque de... mais Selma Melo Empreendedor(a) Selminha . sou eu uma libriana determinada..!!! já passei por altos e baixos que hoje me fez mais forte pra oque de... mais Selminha . sou eu uma libriana determinada..!!! já passei por altos e baixos que hoje me fez mais forte pra oque de ... mais mais Destaques Destaques Destaques Destaques Destaques Destaques Destaques,116,116,790,,False,Pública,0,,,False,0,0,0
kezia.novaes,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,,890,890,9585,,False,Erro inesperado,0,,,False,0,0,0
dayanekellilirabarros,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,dayanekellilirabarros 2 2 148 148 221 221 Dayane Kelli Lira Barros 🏙️ Porto Alegre do Norte MT✌️ 🎓 Ensino médio completo 🙏 🏡 Confresa MT🔥 👨‍👩‍👧 Mãe da Maria Cecília ❤️ ♻️Que a gente... mais Dayane Kelli Lira Barros 🏙️ Porto Alegre do Norte MT✌️ 🎓 Ensino médio completo 🙏 🏡 Confresa MT🔥 👨‍👩‍👧 Mãe da Maria Cecília ❤️ ♻️Que a gente... mais 🏙️ Porto Alegre do Norte MT✌️ 🎓 Ensino médio completo 🙏 🏡 Confresa MT🔥 👨‍👩‍👧 Mãe da Maria Cecília ❤️ ♻️Que a gente ... mais mais,2,2,148,,False,Pública,0,,,False,0,0,0
dra.gessicamarcianos,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,dra.gessicamarcianos 877 877 5.166 5.166 3.535 3.535 Dra. Gessica Marciano Saúde/beleza ⚜️Médica | CRM 10525 MT Cirurgias da Face e Harmonização Facial “te entrego resultados bonitos elegantes e duradouros “ api.whatsapp.com/send?phone=5566984052570 Blefaroplastia Consulta Cervicoplastia Lobuloplastia Otomodelação Cafezinho GM Lipo HD Rem. de varizes Lipo Enzimática Rinomodelação Consultas CURSO PEIM Blefaroplastia Consulta Cervicoplastia Lobuloplastia Otomodelação Cafezinho GM Lipo HD Rem. de varizes Lipo Enzimática Rinomodelação Consultas CURSO PEIM,877,877,5166,,False,Pública,0,,,False,0,0,0
marluciapessoa1,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,marluciapessoa1 120 120 433 433 342 342 𝓜𝓪𝓻𝓵𝓾𝓬𝓲𝓪 𝓢𝓸𝓾𝔃𝓪 𝓟𝓮𝓼𝓼𝓸𝓪 Para Refletir Nicolle❣️ 🧠📚 Nicolle Família Aventuras Palmas- To Tocantins Para Refletir Nicolle❣️ 🧠📚 Nicolle Família Aventuras Palmas- To Tocantins,120,120,433,,False,Pública,0,,,False,0,0,0
alicetudopo,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,alicetudopo 3 3 69 69 83 83 alice tudo posso seja@fiel alice tudo posso seja@fiel,3,3,69,,False,Pública,0,,,False,0,0,0
alexandreearaujo_,,False,,0,mayaratenorio.csv,2025-08-02,3,alexandreearaujo_ 9 9 1.902 1.902 1.332 1.332 Alexandre Araujo CPP❤️‍🔥 MISSÃO INDIGENA CPP❤️‍🔥 MISSÃO INDIGENA,9,9,1902,,False,Pública,0,,,False,0,0,0
arleane_benita,,False,,0,mayaratenorio.csv,2025-08-02,20,arleane_benita 161 161 4.070 4.070 962 962 Bennita Criador(a) de conteúdo digital ... mais mais linktr.ee/arleanebenita e mais 2 Fioterapia Yeshua❤️‍🔥 Tônico Poderoso Parcerias GoldSpeel Sertão 💚 Minha Nina 🤍 eu_benita 💖 Nós ❤️ Viagens Manancial Sertão/lar Mini eu Escrita 🤍 Fioterapia Yeshua❤️‍🔥 Tônico Poderoso Parcerias GoldSpeel Sertão 💚 Minha Nina 🤍 eu_benita 💖 Nós ❤️ Viagens Manancial Sertão/lar Mini eu Escrita 🤍,161,161,4070,,False,Pública,0,,,False,0,0,0
antonio.jr38,,False,,0,mayaratenorio.csv,2025-08-02,19,antonio.jr38 18 18 2.207 2.207 1.259 1.259 Junior Fernandes Sales 🐋,18,18,2207,https://www.threads.com/@antonio.jr38?xmt=AQF00DBQya_kM4csEWq64vziaXrXhdZh7J7Nm9Y3a-60agQ,False,Pública,0,,,False,0,0,0
rayanne.rillary,,False,,0,mayaratenorio.csv,2025-08-02,17,rayanne.rillary 0 0 174 174 312 312 ʀᴀʏᴀɴᴇ ʀɪʟʟᴀʀʏ Olívia 💕 @g.bruno_lima,0,0,174,https://www.threads.com/@rayanne.rillary?xmt=AQF0owu-Z1wfPov7vnZO3JOwn6PYieH4et95VlBuyuEjNIM,False,Pública,0,,,False,0,0,0
lucaspiimentell,,False,,0,mayaratenorio.csv,2025-08-02,2,lucaspiimentell 16 16 1.083 1.083 1.477 1.477 Lucas Pimentel Agronomia ❤ De São Félix do Araguaia Lucas Pimentel Agronomia ❤ De São Félix do Araguaia,16,16,1083,,False,Pública,0,,,False,0,0,0
csantinn,,False,,0,mayaratenorio.csv,2025-08-02,1,csantinn 148 148 2.100 2.100 2.144 2.144 Cristiane Santin Administradora 👩🏼‍🎓 Querência-MT 🔄 Cascavel-PR ( Há muito mundo para ser vivido ) ✨🤍 Mamãe da Lívia 🎀 e do Leonardo 💙💍... mais Administradora 👩🏼‍🎓 Querência-MT 🔄 Cascavel-PR ( Há muito mundo para ser vivido ) ✨🤍 Mamãe da Lívia 🎀 e do Leonardo 💙💍 ... mais mais,148,148,2100,https://www.threads.com/@csantinn?xmt=AQF0WZN5o2MqyI7PXi-GOTvINN8st10PlQOgmGiZEIiiEII,False,Pública,0,,,False,0,0,0
flavia_s_lopes,,False,,0,mayaratenorio.csv,2025-08-02,1,"linktr.ee/flavialopesbrand flavia_s_lopes 26 26 14,9 mil 14,9 mil 3.132 3.132 FLAVIA LOPES Empreendedor(a) Lidero, cresço e construo! 👩🏻‍💼 📸 🏋🏻‍♀️ 🎣 ❤️ 📸 🏋🏻‍♀️ 🎣 ❤️",26,26,14900,,False,Pública,0,,,False,0,0,0
anghebenuillian,,False,,0,mayaratenorio.csv,2025-08-02,2,,8,8,2586,,False,Erro inesperado,0,,,False,0,0,0
natylinda.lopes,,False,,0,mayaratenorio.csv,2025-08-02,2,natylinda.lopes 33 33 1.423 1.423 2.324 2.324 ... ղαԵάlíα lօթҽs 𝔐𝔞̃𝔢 𝔡𝔢 𝔡𝔲𝔞𝔰 𝔭𝔯𝔦𝔫𝔠𝔢𝔰𝔞𝔰 𝔉𝔦𝔩𝔥𝔞 𝔡𝔢 𝔲𝔪𝔞 𝔪𝔲𝔩𝔥𝔢𝔯 𝔤𝔲𝔢𝔯𝔯𝔢𝔦𝔯𝔞 ... ղαԵάlíα lօթҽs 𝔐𝔞̃𝔢 𝔡𝔢 𝔡𝔲𝔞𝔰 𝔭𝔯𝔦𝔫𝔠𝔢𝔰𝔞𝔰 𝔉𝔦𝔩𝔥𝔞 𝔡𝔢 𝔲𝔪𝔞 𝔪𝔲𝔩𝔥𝔢𝔯 𝔤𝔲𝔢𝔯𝔯𝔢𝔦𝔯𝔞 My family. JESUS. Evolução . meus momentos. Special day Natal 2024 Para o meu Eu . Viagens!!! My family. JESUS. Evolução . meus momentos. Special day Natal 2024 Para o meu Eu . Viagens!!!,33,33,1423,,False,Pública,0,,,False,0,0,0
cristianemichele24,,False,,0,mayaratenorio.csv,2025-08-02,4,cristianemichele24 540 540 1.125 1.125 7.031 7.031 Michele Cristiane DEUS REALIZA SONHOS !!! ✨ VIVENDO MILAGRES . 🙌🏻 Michele Cristiane DEUS REALIZA SONHOS !!! ✨ VIVENDO MILAGRES . 🙌🏻,540,540,1125,,False,Pública,0,,,False,0,0,0
fran__arte,,False,,0,mayaratenorio.csv,2025-08-02,1,fran__arte 85 85 1.059 1.059 960 960 Fran✨,85,85,1059,,False,Pública,0,,,False,0,0,0
daaniwt,,False,,0,mayaratenorio.csv,2025-08-02,3,"daaniwt 190 190 706 706 1.001 1.001 DANIELLE V. FERNANDES essa não é a minha vida, são só fotos. 🩺 médica 📍são paulo 🥾🌄🏊🏻‍♀️🏃🏻‍♀️✌🏻🪬♐🐶🎨 DANIELLE V. FERNANDES essa não é a minha vida, são só fotos. 🩺 médica 📍são paulo 🥾🌄🏊🏻‍♀️🏃🏻‍♀️✌🏻🪬♐🐶🎨",190,190,706,,False,Pública,0,,,False,0,0,0
isaiibella,,False,,0,mayaratenorio.csv,2025-08-02,2,isaiibella 22 22 199 199 259 259 Isabella 🌸,22,22,199,,False,Pública,0,,,False,0,0,0
